name,size,rent,status,city,server
Shadow Caves 1,22 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Shadow Caves 2,22 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Shadow Caves 3,44 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Shadow Caves 4,44 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Shadow Caves 5,44 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Shadow Caves 6,44 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 1,13 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 10,21 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 11,16 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 12 (Shop),27 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 13,26 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 2,13 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 3 (Shop),25 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 4 (Shop),25 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 5 (Shop),27 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 6,9 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 7,16 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 8,16 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Treetop 9,21 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 1,31 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 10,13 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 2,31 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 3,33 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 4,43 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 5,26 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 6,31 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 7,28 sqm,200k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 8,17 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Underwood 9,13 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Aethera
Blueberry Bay,110 sqm,600k gold,auctioned (no bid yet),Candia,Aethera
Cherry Cake Tower,178 sqm,800k gold,auctioned (no bid yet),Candia,Aethera
Vanilla Beach,105 sqm,600k gold,auctioned (no bid yet),Candia,Aethera
Caretaker's Residence,231 sqm,600k gold,auctioned (no bid yet),Carlin,Aethera
Central Plaza 3 (Shop),17 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Druids Retreat A,31 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Druids Retreat B,29 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Druids Retreat C,22 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Druids Retreat D,27 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
East Lane 1a,54 sqm,200k gold,auctioned (no bid yet),Carlin,Aethera
East Lane 1b,40 sqm,150k gold,auctioned (no bid yet),Carlin,Aethera
East Lane 2,108 sqm,300k gold,auctioned (no bid yet),Carlin,Aethera
"Harbour Flats, Flat 11",13 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
"Harbour Flats, Flat 12",22 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
"Harbour Flats, Flat 13",13 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
"Harbour Flats, Flat 15",21 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
"Harbour Flats, Flat 16",22 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
"Harbour Flats, Flat 21",19 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
"Harbour Flats, Flat 22",22 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
"Harbour Flats, Flat 23",10 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
Harbour Lane 1 (Shop),26 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Harbour Lane 2a (Shop),17 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Harbour Lane 3,84 sqm,400k gold,auctioned (no bid yet),Carlin,Aethera
Lonely Sea Side Hostel,281 sqm,400k gold,auctioned (0 gold; 10 hours left),Carlin,Aethera
Magician's Alley 1,19 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Magician's Alley 1b,13 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
Magician's Alley 1c,10 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
Magician's Alley 1d,9 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
Magician's Alley 4,49 sqm,200k gold,auctioned (no bid yet),Carlin,Aethera
Magician's Alley 5a,22 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Magician's Alley 5b,19 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Magician's Alley 5c,21 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Magician's Alley 5f,21 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Magician's Alley 8,26 sqm,150k gold,auctioned (no bid yet),Carlin,Aethera
Nautic Observer,156 sqm,200k gold,auctioned (no bid yet),Carlin,Aethera
Northern Street 1a,21 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Northern Street 1b,21 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Northern Street 1c,16 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Northern Street 3a,16 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Northern Street 3b,17 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Northern Street 5,47 sqm,200k gold,auctioned (no bid yet),Carlin,Aethera
Northern Street 7,40 sqm,150k gold,auctioned (no bid yet),Carlin,Aethera
Northport Village 1,25 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Northport Village 2,25 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Northport Village 3,97 sqm,150k gold,auctioned (no bid yet),Carlin,Aethera
Northport Village 4,47 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Northport Village 5,31 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Northport Village 6,37 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Park Lane 1a,28 sqm,150k gold,auctioned (no bid yet),Carlin,Aethera
Park Lane 1b,32 sqm,200k gold,auctioned (no bid yet),Carlin,Aethera
Park Lane 2,22 sqm,150k gold,auctioned (no bid yet),Carlin,Aethera
Park Lane 3a,25 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Park Lane 3b,25 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Park Lane 4,22 sqm,150k gold,auctioned (no bid yet),Carlin,Aethera
Rosebud A,25 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Rosebud B,25 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Rosebud C,31 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 10,33 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 11,56 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 1b,34 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 3,37 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 4,34 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 5,25 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 6a,17 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 6b,17 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 7,17 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 8,35 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Senja Village 9,55 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 10,22 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 11a,29 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 11b,29 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 12,19 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 14 (Shop),47 sqm,200k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 5,81 sqm,200k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 6a,16 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 6b,16 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 6c,5 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 6d,5 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 6e,16 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 6f,16 sqm,80k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 01",7 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 02",9 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 03",9 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 04",11 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 11",11 sqm,50k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 12",9 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 13",9 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 14",11 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 15",9 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue 7, Flat 16",9 sqm,25k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 8a,26 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
Theater Avenue 8b,26 sqm,100k gold,auctioned (no bid yet),Carlin,Aethera
"Theater Avenue, Tower",70 sqm,300k gold,auctioned (no bid yet),Carlin,Aethera
"Darashia 1, Flat 01",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 1, Flat 02",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 1, Flat 03",59 sqm,300k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 1, Flat 04",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 1, Flat 05",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 1, Flat 12",42 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 1, Flat 13",42 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 1, Flat 14",59 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 02",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 03",29 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 05",29 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 06",13 sqm,80k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 12",13 sqm,80k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 13",29 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 14",13 sqm,50k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 15",29 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 16",17 sqm,80k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 17",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 2, Flat 18",17 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 3, Flat 02",38 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 3, Flat 03",25 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 3, Flat 05",25 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 3, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 3, Flat 12",55 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 3, Flat 13",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 4, Flat 01",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 4, Flat 02",42 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 4, Flat 03",25 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 4, Flat 04",42 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 4, Flat 05",25 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 4, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 4, Flat 12",59 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 4, Flat 13",42 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 4, Flat 14",42 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 5, Flat 01",25 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 5, Flat 02",38 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 5, Flat 03",25 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 5, Flat 04",38 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 5, Flat 05",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 5, Flat 11",42 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 5, Flat 12",38 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 5, Flat 13",42 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 5, Flat 14",38 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
Darashia 6a,67 sqm,300k gold,auctioned (no bid yet),Darashia,Aethera
Darashia 6b,74 sqm,300k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 7, Flat 01",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 7, Flat 02",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 7, Flat 03",59 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 7, Flat 04",25 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 7, Flat 05",25 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 7, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 7, Flat 12",59 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 7, Flat 13",25 sqm,100k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 7, Flat 14",59 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 8, Flat 01",53 sqm,300k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 8, Flat 02",73 sqm,300k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 8, Flat 04",61 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 8, Flat 05",57 sqm,300k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 8, Flat 11",42 sqm,200k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 8, Flat 12",38 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 8, Flat 13",42 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia 8, Flat 14",38 sqm,150k gold,auctioned (no bid yet),Darashia,Aethera
"Darashia, Villa",113 sqm,800k gold,auctioned (no bid yet),Darashia,Aethera
Pirate Shipwreck 1,147 sqm,800k gold,auctioned (no bid yet),Darashia,Aethera
Pirate Shipwreck 2,177 sqm,800k gold,auctioned (no bid yet),Darashia,Aethera
Castle Street 2,31 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Castle Street 3,37 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Castle Street 4,37 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Castle Street 5,37 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 3rd Floor, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 3rd Floor, Flat 02",17 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 3rd Floor, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 3rd Floor, Flat 04",13 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 3rd Floor, Flat 05",17 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 3rd Floor, Flat 06",21 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 3rd Floor, Flat 07",16 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 4th Floor, Flat 02",17 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 4th Floor, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 4th Floor, Flat 04",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 4th Floor, Flat 05",17 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 4th Floor, Flat 06",21 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 4th Floor, Flat 07",16 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 4th Floor, Flat 08",21 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Castle, 4th Floor, Flat 09",16 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, Basement, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, Basement, Flat 02",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, Basement, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, Basement, Flat 04",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, Basement, Flat 05",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, Basement, Flat 06",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, Basement, Flat 07",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, Basement, Flat 08",13 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Castle, Residence",104 sqm,600k gold,auctioned (no bid yet),Edron,Aethera
Central Circle 9a,21 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Central Circle 9b,21 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 1,26 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 10,80 sqm,300k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 11,43 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 2,78 sqm,300k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 3,43 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 4,36 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 5,115 sqm,300k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 6,51 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 7,51 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 8,58 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 9a,25 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 9b,56 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 9c,25 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
Cormaya 9d,56 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 02",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 03",16 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 04",16 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 06",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 11",22 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 12",22 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 13",16 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Cormaya Flats, Flat 14",16 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Basement Flat 1",36 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Basement Flat 2",36 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 01",10 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 02",19 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 04",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 06",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 07",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 08",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 11",29 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 12",22 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 14",29 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 21",19 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 22",10 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 23",22 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 24",22 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Edron Flats, Flat 25",29 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Magic Academy, Flat 2",26 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Magic Academy, Flat 3",26 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Magic Academy, Flat 4",26 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
"Magic Academy, Flat 5",26 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Magic Academy, Shop",29 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
"Sky Lane, Sea Tower",95 sqm,300k gold,auctioned (no bid yet),Edron,Aethera
"Stonehome Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Stonehome Flats, Flat 02",16 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
"Stonehome Flats, Flat 03",22 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Stonehome Flats, Flat 04",22 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Stonehome Flats, Flat 11",16 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Stonehome Flats, Flat 12",16 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
"Stonehome Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
"Stonehome Flats, Flat 14",22 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
Stonehome Village 1,42 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Stonehome Village 3,17 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
Stonehome Village 4,21 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
Stonehome Village 5,26 sqm,80k gold,auctioned (no bid yet),Edron,Aethera
Stonehome Village 6,30 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
Stonehome Village 7,26 sqm,100k gold,auctioned (no bid yet),Edron,Aethera
Stonehome Village 8,17 sqm,25k gold,auctioned (no bid yet),Edron,Aethera
Stonehome Village 9,17 sqm,50k gold,auctioned (no bid yet),Edron,Aethera
Stronghold,215 sqm,800k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 1,37 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 10b,31 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 11,149 sqm,600k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 2,37 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 3,37 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 4,37 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 4a,31 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 4b,31 sqm,150k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 4c,37 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 5,37 sqm,300k gold,auctioned (no bid yet),Edron,Aethera
Wood Avenue 6b,30 sqm,200k gold,auctioned (no bid yet),Edron,Aethera
